neuron_layer,neuron,activation_layer,corr,feature,neuron_weight,abs_corr
1,1241,0,-0.004926224849010764,cls,in,0.004926224849010764
1,1241,1,-0.01258442238350683,cls,in,0.01258442238350683
1,1241,2,-0.0120499739737699,cls,in,0.0120499739737699
1,1241,3,-0.008935833096077319,cls,in,0.008935833096077319
1,1241,4,-0.00413685929840401,cls,in,0.00413685929840401
1,1241,5,-0.006249196718438688,cls,in,0.006249196718438688
1,1241,6,-0.004585859451939001,cls,in,0.004585859451939001
1,1241,7,0.004521550301491451,cls,in,0.004521550301491451
1,1241,8,0.03171947278757832,cls,in,0.03171947278757832
1,1241,9,0.0329698593872628,cls,in,0.0329698593872628
1,1241,10,0.030731040715329273,cls,in,0.030731040715329273
1,1241,11,0.04436771418466867,cls,in,0.04436771418466867
1,1241,12,0.053493825965290454,cls,in,0.053493825965290454
1,1241,13,0.04863754350831078,cls,in,0.04863754350831078
1,1241,14,0.0547540012295726,cls,in,0.0547540012295726
1,1241,15,0.032929385718986515,cls,in,0.032929385718986515
1,1241,16,0.037503723051739025,cls,in,0.037503723051739025
1,1241,17,0.016181608471507063,cls,in,0.016181608471507063
1,1241,18,0.022249363241989676,cls,in,0.022249363241989676
1,1241,19,0.025774677793770354,cls,in,0.025774677793770354
1,1241,20,0.014450685663950184,cls,in,0.014450685663950184
1,1241,21,0.020745136689814356,cls,in,0.020745136689814356
1,1241,22,0.01747409390171026,cls,in,0.01747409390171026
1,1241,23,0.016302654297441065,cls,in,0.016302654297441065
1,1241,24,0.018622042823715455,cls,in,0.018622042823715455
1,1241,25,0.013620967902143235,cls,in,0.013620967902143235
1,1241,26,0.018102551054803653,cls,in,0.018102551054803653
1,1241,27,0.02450025308305113,cls,in,0.02450025308305113
1,1241,28,0.023304499715099028,cls,in,0.023304499715099028
1,1241,29,0.018998040931715126,cls,in,0.018998040931715126
1,1241,30,0.015934527648973875,cls,in,0.015934527648973875
1,1241,31,0.0293928878926438,cls,in,0.0293928878926438
3,7317,0,0.017775420158730234,cls,in,0.017775420158730234
3,7317,1,0.018069399351500155,cls,in,0.018069399351500155
3,7317,2,0.016327866187839008,cls,in,0.016327866187839008
3,7317,3,0.011250159769952202,cls,in,0.011250159769952202
3,7317,4,0.009397291571304627,cls,in,0.009397291571304627
3,7317,5,0.01043040278593266,cls,in,0.01043040278593266
3,7317,6,0.005627634935131861,cls,in,0.005627634935131861
3,7317,7,0.0042481865074175855,cls,in,0.0042481865074175855
3,7317,8,0.0029790681909916436,cls,in,0.0029790681909916436
3,7317,9,-0.002328526843074133,cls,in,0.002328526843074133
3,7317,10,-0.005051862147178137,cls,in,0.005051862147178137
3,7317,11,-0.004827035341660012,cls,in,0.004827035341660012
3,7317,12,-0.0066362037518993035,cls,in,0.0066362037518993035
3,7317,13,-0.012030288948768847,cls,in,0.012030288948768847
3,7317,14,-0.009671491594391393,cls,in,0.009671491594391393
3,7317,15,-0.011715139606338423,cls,in,0.011715139606338423
3,7317,16,-0.012817069963122136,cls,in,0.012817069963122136
3,7317,17,-0.011759407500113046,cls,in,0.011759407500113046
3,7317,18,-0.01618458036391384,cls,in,0.01618458036391384
3,7317,19,-0.010602040385899195,cls,in,0.010602040385899195
3,7317,20,-0.008750409818118934,cls,in,0.008750409818118934
3,7317,21,-0.004795084710916278,cls,in,0.004795084710916278
3,7317,22,-0.00039897832378606017,cls,in,0.00039897832378606017
3,7317,23,-0.00039958660591619694,cls,in,0.00039958660591619694
3,7317,24,3.292492770758576e-05,cls,in,3.292492770758576e-05
3,7317,25,0.00017259857966795599,cls,in,0.00017259857966795599
3,7317,26,0.0011385766011889548,cls,in,0.0011385766011889548
3,7317,27,0.00032749113172739913,cls,in,0.00032749113172739913
3,7317,28,0.004185221303751709,cls,in,0.004185221303751709
3,7317,29,0.0032968389637199995,cls,in,0.0032968389637199995
3,7317,30,-0.008119015447304746,cls,in,0.008119015447304746
3,7317,31,0.013379503106630055,cls,in,0.013379503106630055
0,1449,0,0.01570388792728285,cls,in,0.01570388792728285
0,1449,1,0.018220825125700276,cls,in,0.018220825125700276
0,1449,2,0.017843470331227136,cls,in,0.017843470331227136
0,1449,3,0.01619674617807804,cls,in,0.01619674617807804
0,1449,4,0.011733219600627925,cls,in,0.011733219600627925
0,1449,5,0.011019595362127012,cls,in,0.011019595362127012
0,1449,6,0.008746309427697177,cls,in,0.008746309427697177
0,1449,7,0.012591451026908087,cls,in,0.012591451026908087
0,1449,8,0.018743576327097417,cls,in,0.018743576327097417
0,1449,9,0.01592937085563815,cls,in,0.01592937085563815
0,1449,10,0.021627500194332894,cls,in,0.021627500194332894
0,1449,11,0.021084217820954786,cls,in,0.021084217820954786
